School Name,Address,Pincode,website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
Vydehi School of Excellence,"Vydehi Campus, 82, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",560066,http://www.vydehischool.com/,Yelahanka ,SSC School,Co-ed,Sheena K J,,,,,,,080 4663 6000,admin@vydehischool.com,,principal@vydehischool.com,admin@vydehischool.com,,8032420204,,,"9999700581, +91-9999700563, 9999700468, 9999700821, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Career Launcher Indiranagar Center, Bangalore","NO 241,2nd floor,6th cross,1st stage ,cmh road Near to KFC, opposite to spice hotspot, above positive homeopathy, Bengaluru, Karnataka 560038",560038,https://www.careerlauncher.com/bangalore/indiranagar/,Yelahanka ,SSC School,Co-ed,,,,,,,,078997 23611,rahulreddy@careerlauncher.com,,rahulreddy@careerlauncher.com,bp@careerlauncher.com,himanshu.jain@careerlauncher.com,7899723611,,,"9805967400, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
ACE Engineering Academy Bangalore Malleshwaram,"#223 G.R. Arcade 2nd Floor, 14th cross Opp-shanthi Sagar Hotel, Sampige Rd, Malleshwaram, Bengaluru, Karnataka 560003",560003,http://aceenggacademy.com/bangalore-contact-us/,Yelahanka ,SSC School,Co-ed,,,,,,,,093412 99966,bangalore@aceenggacademy.com,,bangalore@aceenggacademy.com,gnarendra30@gmail.com,,9341299966,8095299966,919341299966,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Career Launcher Jayanagar Center Bangalore,"Building No.#4/3/1 & 3/2, 3rd Floor, Shubha Shree Mahendra Tower,11th Main, 3rd Block,Jayanagar, Bengaluru, Karnataka 560011",560011,https://www.careerlauncher.com/bangalore/jayanagar/,Yelahanka ,SSC School,Co-ed,,,,,,,,078997 27811,Koramangala@careerlauncher.com,,rahulreddy@careerlauncher.com,bp@careerlauncher.com,himanshu.jain@careerlauncher.com,hr@careerlauncher.com,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Career Launcher Marathalli Center,Bangalore","2nd floor, 90/3, outer ring road, opp to innovative multiplex, above titan showroom, Chandra Layout, Marathahalli, Bengaluru, Karnataka 560037",560037,https://www.careerlauncher.com/bangalore/marathahalli/,Yelahanka ,SSC School,Co-ed,,,,,,,,078997 36411,admissions@nalsarlawuniv.org,,rahulreddy@careerlauncher.com,bp@careerlauncher.com,himanshu.jain@careerlauncher.com,7899736411,9945023451,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Isc Schools,"No.15, Residency Rd, Shanthala Nagar, Richmond Town, Bengaluru, Karnataka 560025",560025,,Yelahanka ,SSC School,Co-ed,Dr. Jerry George Mathew,,,,,,,29564831/33/37,sivasivanipublicschools@yahoo.com,,research@isc.co.uk,publicaffairs@isc.co.uk,press@isc.co.uk,admissions@greenwoodhigh.edu.in,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana Olympiad School,"15, AMCO Colony, Koti Hosahalli, Kodigehalli, Bengaluru, Karnataka 560092",560092,http://www.narayanaschools.in/,Yelahanka ,SSC School,Co-ed,SHABANA ARORA,,,,,,,099800 67557,info@narayanagroup.com,centralboard.bangalore@gmail.com,info@narayanagroup.com,sureshm@narayanagroup.com,blrhsr.olympiad@narayanagroup.com,9243600627,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Cbse Schools In Marathahalli,"1C, Bellandur, Bengaluru, Karnataka 560037",560037,,Yelahanka ,SSC School,Co-ed,,,,,,,,7022293875,marathahalliprincipal@srichaitanyaschool.net,"principal@gcis.edu.in,",marathahalliprincipal@srichaitanyaschool.net,marathahalliprincipal@srichaitanyasch,tadakaluri.geetha@gmail.com,8028460147,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St Sophia Convent High School,"CA No. 6, 10th Block, 2nd Stage Nagarabhavi, Bangalore-560072 Phone: 2348 3888 64 E-mail: info@stsophiaconvent.org, Bengaluru, Karnataka 560072",560072,http://www.stsophiaconvent.org/,Yelahanka ,SSC School,Co-ed,Mrs. Mahalakshmi,,,,,,,080 2348 3888,info@stsophiaconvent.org,,info@stsophiaconvent.org,principal@stsophiaconvent.org,,9243031872,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
National Public School,"State Highway 6, Delhi Road, Yamuna Nagar, Haryana 135001",135001,http://www.nationalschool.edu.in/,Yamunanagar ,Primary School,,,,,,,,,093557 30003,,,bnpsramvihar@yahoo.com,info@bnpsramvihar.edu.in,nps.sbd@gmail.com,9310353898,dean@npsitpl.com,itsupport@npsitpl.com,"917735335755, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
National Public School,"Delhi road, Jammu Colony, Yamuna Nagar, Haryana 135001",135001,http://www.nationalschool.edu.in/,Yamunanagar ,English Medium School,,,,,,,,,093153 25726,,,info@nationalpublicschool.org,npsbsk5@npsbsk.com,info@npsinr.com,9008785566,9606359006,dean@npsitpl.com,"9451681137, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sacred Heart Convent Senior Secondary School,"Basant Nagar, Jagadhri, Haryana 135004",135004,http://www.shcsjagadhri.org/,Yamunanagar ,English Medium School,,,1966,,,,,,01732 231 049,,,shcs_sahnewal@yahoo.com,contactsacredheartchd@gmail.com,-info@shsdalhousie.org,91-9501626485,9478220900,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
S.R. Public School,"Chhappar - Talakaur Rd, Thana Chhappar, Haryana 133103",133103,http://srpschapper.org/,Yamunanagar ,English Medium School,,,,,,,,,01732 287 671,,,srpublicschool.orai@gmail.com,rashmishukla2013@gmail.com,srpuchebri@gmail.com,9415592020,8104275684,9314533133,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Seth Jai Prakash Polytechnic, Damla","Damla, Haryana 135001",135001,http://sjpdamla.ac.in/,Yamunanagar ,English Medium School,,,1980,,,,,,094160 25444,,,info@sjpdamla.ac.in,sjpp_damla@yahoo.co.in,,9416025444,8295905291,8858376999,"+91-9800046660, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
New Era Academy,"Mansoor Colony, Hauz, Kheri Road, Daraali, Saharanpur, Uttar Pradesh 247001",247001,http://www.neweraacademy.in/,Yamunanagar ,English Medium School,,,,,,,,,097197 33943,,,neweraacademy510@gmail.com,neweraacademy.boru@gmail.com,neweraacademy.edu@gmail.com,+91-7088401100,8601111705,8601111635,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Dikshant International School,"NH-22, Zirakpur-Panchkula-Kalka Highway, Dhakoli, Zirakpur, 160104",160104,http://www.dikshant.org/,Yamunanagar ,English Medium School,,,,,,,,,092572 14796,,,contact@dikshantinternational,dikshantint@gmail.com,info@dikshant.org,9257214796,9779935504,+91-9219460100,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Adarsh School,"8, Kunjpura Rd, LIC Colony, Vasant Vihar, Karnal, Haryana 132001",132001,http://apskarnal.com/,Yamunanagar ,English Medium School,,,,,,,,,0184 226 5620,,,adarshseniorsecondaryschool12@gmail.com,info@adarshssschool.co.in,info@theadarshschool.in,9455382101,adarshworldschool@gmail.com,info@adarshschoollohari.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SD Adarsh Public School,"Dyal Singh Colony, Karnal, Haryana 132001",132001,http://www.sdadarsh.edu.in/,Yamunanagar ,English Medium School,,,,,,,,,0184 225 1165,,,pal4132@gmail.com,pdsharma2312@gmail.com,sdavggn@gmail.com,9466271000,9999613660,8882912669,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
NRI Sr Secondary Public School,"Mubarakpur Barwala Road , Mohali PB, Sundran, Punjab 140507",140507,http://www.nripublicschool.in/,Yamunanagar ,English Medium School,,,,,,,,,01762 644 377,,,poojaaroradb@gmail,principalnrips@gmail.com,pricipalpips@gmail.com,9457293157,9417872124,7009274723,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mount Carmel School,"Sukhna Path, Sector 69, Sahibzada Ajit Singh Nagar, Punjab 160069",160069,http://mountcarmelmohali.org/,Yamunanagar ,English Medium School,,,,,,,,,073555 49654,,,mountcarmelmohali@gmail.com,help@webkrafts.in,9041043655mountcarmelmohali@gmail.com,+91- 9041043654,9041043655,+91 - 9041043654,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Government Model Senior Secondary School,"Timber Market, Sector 26, Chandigarh, 160019",160019,http://www.gmsss26tm.com/,Yamunanagar ,English Medium School,,,,,,,,,0172 279 0210,,,gmsss32-chd@nic.in,gmsss16@gmail.com,gmsss19@gmail.com,9463328822,gmsss22a@gmail.com,gmsss40b@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Government Model Senior Secondary School,"Modern Housing Complex, Manimajra, Chandigarh, 160101",160101,http://gmsssmhcmanimajra.com/,Yamunanagar ,English Medium School,,,,,,,,,0172 273 8424,,,gmsss32-chd@nic.in,gmsss16@gmail.com,gmsss19@gmail.com,9463328822,gmsss22a@gmail.com,gmsss40b@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
ICAR-National Dairy Research Institute,"GT Rd, near Jewels Hotel, Nyaypuri, Karnal, Haryana 132001",132001,http://www.ndri.res.in/,Yamunanagar ,English Medium School,,,1923,,,,,,,,,dir@ndri.res.in,dir.ndri@gmail.com,zawidprd@gmail.com,8053319936,a.sharma@icar.gov.in,adeshkumar.sharma@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Department of School Education,"Plot No. 1/B, Shiksha Sadan, Sector 5, Panchkula, Haryana 134109",134109,http://www.schooleducationharyana.gov.in/,Yamunanagar ,English Medium School,,,,,,,,,0172 256 0269,,,diredu@nic.in,osestate@gmail.com,spd_delhi@rediffmail.com,rtpdep123@gmail.com,edu.min.wb@gmail.com,ps2miced@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Xavier’s High School,"Sector 20, Panchkula, Punjab 134117",134117,http://stxaviers.com/panchkula.asp,Yamunanagar ,English Medium School,,,,,,,,,0172 255 2577,,,contact@stxaviersfort.org,contact@stxavierspatna.in,contact@stxaviersdelhi.com,9451035047,8738023778,9540305555,"7042492963, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Xavier's High School,"Sector 71, Sahibzada Ajit Singh Nagar, Punjab 160071",160071,http://stxaviers.com/,Yamunanagar ,English Medium School,,,,,,,,,0172 222 7833,,,contact@stxaviersfort.org,contact@stxavierspatna.in,contact@stxaviersdelhi.com,9451035047,8738023778,9540305555,"7086055506, 7086055507, 7337329964, 7673822221, 7673822220, 7088100160, 9105244622, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"NIMBUS ACADEMY OF MANAGEMENT, DEHRADUN निम्बस एकेडमी ऑफ़ मैनेजमेंट","National Highway 72 Jhajra, Chakarata Rd, Dehradun, Uttarakhand 248007",248007,https://namdehradun.com/,Yamunanagar ,English Medium School,,,1998,,,,,,098975 80644,,,info@namdehradun.com,namdehradun@gmail.com,admissions@namdehradun.com,+91-7088019933,+91- 9897580644,+91- 9760791948,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Akal Academy,"Kheri road, Baru Sahib, Himachal Pradesh 173101",173101,http://akalacademybarusahib.com/,Yamunanagar ,English Medium School,,,,,,,,,098160 33303,,,info@akalacademy.in,viceprincipal@akalacademy.ac.in,pxxxxxxxxxxxxxh@akal,91-9816033303,8001807755,+91-9816033303,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. George's School,"Plot No. 70, Alaknanda Don Bosco Rd, Opp. Niligiri Apartment, Alaknanda, New Delhi, Delhi 110019",110019,http://www.sgs.edu.in/,Yamunanagar ,English Medium School,,,,,,,,,011 2602 4645,,,info@sgs.edu.in,nameofhouse@stgeorges.herts.sch.uk,watts@stgeorges.herts.sch.uk,parentcontact@stgeorgesrc.org,admissions@stgeorgesrc.org,admissions@stg,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Panjab University,"Sector 14, Chandigarh, 160014",160014,http://puchd.ac.in/,Yamunanagar ,English Medium School,,,14 October 1882,,,,,,0172 253 4867,,,admnsupport@pu.ac.in,dui@pu.ac.in,usol@pu.ac.in,vc@pu.ac.in,regr@pu.ac.in,coe@pu.ac.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Shoolini University,"Solan-Oachghat-Kumarhatti Highway, Bajhol, Himachal Pradesh 173229",173229,,Yamunanagar ,English Medium School,,,September 2009,,,,,,096252 33301,,,admissions@shooliniuniversity.com,directorresearch@shooliniuniversity.com,info@shooliniuniversity.com,9625233301,917807899735,9218426675,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
PDM University,"PDM Rd, Sector 3A, Bahadurgarh, Haryana 124507",124507,https://www.pdm.ac.in/,Yamunanagar ,English Medium School,,,1995,,,,,,1800 180 6600,,,info@pdm.ac.in,admission@pdm.ac.in,pdmrea@pdm.ac.in,9896010701,coe_engg@pdm.ac.in,principal_cop@pdm.ac.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
CBSE Regional Office,"Sector 5, Panchkula, Haryana 134152",134152,http://cbse.nic.in/,Yamunanagar ,English Medium School,,,1952,,,,,,,,,rodelhi.cbse@gmail.com,rochennai.cbse@nic.in,roguwahati.cbse@nic.in,9188381977,robengaluru.cbse@nic.in,info.cbse@gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Gita Niketan Awasiya Vidyalaya,"Salarpur Rd, near Aggarwal nursing home, Kurukshetra, Haryana 136118",136118,http://gitaniketan.org/,Yamunanagar,Private School,,Narayan Singh,,,,,,,01744 270 696,raut11@rediff.com,,gitaniketan@rediffmail.com,nshastri09@gmail.com,sharmagsndri@gmail.com,9588592557,7015562275,b_malguri@yahoo.co.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mussoorie International School,"Polo Ground, Sri Nagar Estate, Charleville, Mussoorie, Uttarakhand 248179",248179,http://www.misindia.net/,Yamunanagar,IB school,,Mrs. Meeta Sharma,,,,,,,098374 60408,salman1980@gmail.com,,xxxx@misindia.net,frontoffice@misindia.org,secretary@misindia.org,9557890674,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
National Public School,"State Highway 6, Delhi Road, Yamuna Nagar, Haryana 135001",135001,http://www.nationalschool.edu.in/,Yamunanagar,Primary School,,,,,,,,,093557 30003,,,nps.narela@gmail.com,bnpsramvihar@yahoo.com,info@bnpsramvihar.edu.in,9818521414,9891505010,8750490890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
National Public School,"State Highway 6, Delhi Road, Yamuna Nagar, Haryana 135001",135001,http://www.nationalschool.edu.in/,Yamunanagar,State Board School,,,,,,,,,093557 30003,,,nps.narela@gmail.com,bnpsramvihar@yahoo.com,info@bnpsramvihar.edu.in,9818521414,9891505010,8750490890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Vincent's High and Technical School,"S.B. Gorai Road, Asansol, West Bengal 713301",713301,http://www.svsasansol.com/,West Bengal,School,,Ravi Victor,,,,,5 crore,,0341 228 2310,vijaydr@hotmail.com,harishankar.bsc@gmail.com,svsasansol@yahoo.com,svsasansol@gmail.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
