School Name,Address,Website_x,City_x,Category_x,Gender_x,Principal_x,Founded_x,Affiliation_x,Web Url,Fees_x,Revenue_x,Mobile/Contact Number_x,Principal/Heigher Mgm. Emails_x,Emails_x,Other Higher Mgm. Email_x,Other Email_x,Other Email.1_x,Contact number_x,Contact number.1_x,Contact number.2_x,Merged_Unnamed_x,Unnamed: 22,Unnamed: 23,Pincode,Website_y,City_y,Category_y,Gender_y,Principal_y,Founded_y,Affiliation_y,Strength,Website.1,Fees_y,Revenue_y,Mobile/Contact Number_y,Principal/Heigher Mgm. Emails_y,Emails_y,Other Higher Mgm. Email_y,Other Email_y,Other Email.1_y,Contact number_y,Contact number.1_y,Contact number.2_y,Merged_Unnamed_y,Web Url_x,Unnamed: 22_x,Unnamed: 23_x,Web Url_y,Unnamed: 22_y,Unnamed: 23_y,Unnamed: 24
bloomz international school,"baida, nuvem, margao, goa 403604",http://bloomzinternationalschool.com/,Goa,"Schools, Private Schoos, Kids School",,,,,,"11 lakh, 8 lakh, 12 lakh",,070280 36881,"dr.shanthi@gmail.com, sujatha11@hotmail.com, ghosh12@gmail.com",,info@bloomzinternationalschool.com,aditi@bloomzinternationalschool.com,principal@bloomzinternationalschool.com,"8322730372, 917028036881","917028036881, 7028036881","7028036881, 9891399253",,,,,http://bloomzinternationalschool.com/,Goa,"Schools, Private Schoos, Kids School",,,,,,,"11 lakh, 8 lakh, 12 lakh",,070280 36881,"dr.shanthi@gmail.com, sujatha11@hotmail.com, ghosh12@gmail.com",,info@bloomzinternationalschool.com,aditi@bloomzinternationalschool.com,principal@bloomzinternationalschool.com,"8322730372, 917028036881","917028036881, 7028036881","7028036881, 9891399253",,,,,,,,
blossoms international play school,"villa no. 1, wonder cherish villas, masjid banda, kondapur, hyderabad, telangana 500081",BLOSSOMS International,Telangana,Play School,,,,,,2.5 crore,,088865 84111,,,blossomsinternational.soe@gmail.com,blossomssoe.nallagandla@gmail.com,info@blossomsplayschool.com,8790909260,7093651414,8977862000,"9868255011, 9425508099",,,,http://blossomsinternational.in/,Telangana,Play School,,,,,,,2.5 crore,,088865 84111,,,blossomsinternational.soe@gmail.com,blossomssoe.nallagandla@gmail.com,info@blossomsplayschool.com,8790909260,7093651414,8977862000,"9868255011, 9425508099",,,,,,,
blue bells model school,"urban estate, sector 4, gurugram, haryana 122001",http://www.bluebells.org/bbms,Haryana,"Schools, School",,Mrs. Alka singh,1980,,,11 lakh,,0124 469 8888,"dwivedi6@hotmail.com, rajeshwari16@gmail.com",msc.manish@gmail.com,bbms@bluebells.org,bbpublic@bluebells.org,info@bluebells.org,9811945543,9811868241,9811868242,,,,,http://www.bluebells.org/bbms,Haryana,"Schools, School",,Mrs. Alka singh,1980,,,,11 lakh,,0124 469 8888,"dwivedi6@hotmail.com, rajeshwari16@gmail.com",msc.manish@gmail.com,bbms@bluebells.org,bbpublic@bluebells.org,info@bluebells.org,9811945543,9811868241,9811868242,,,,,,,,
board of school & technical education (c.g.),"a-6, nature city, mungali road, bilaspur, chhattisgarh 495001",http://www.bstecg.edu.in/,Chhattisgarh,Board School,,,,,,5 lakh,,097532 17000,josedr@gmail.com,,nfo@bstecg.edu.in,chairman@bstecg.edu.in,secretary@bstecg.edu.in,examination@bstecg.edu.in,affiliation@bstecg.edu.in,account@bstecg.edu.in,,,,,http://www.bstecg.edu.in/,Chhattisgarh,Board School,,,,,,,5 lakh,,097532 17000,josedr@gmail.com,,nfo@bstecg.edu.in,chairman@bstecg.edu.in,secretary@bstecg.edu.in,examination@bstecg.edu.in,affiliation@bstecg.edu.in,account@bstecg.edu.in,,,,,,,,
bright day school,"harni rd, near airport hotel, shyam nagar, harni, vadodara, gujarat 390022",http://www.thebrightschool.com/cbse-harni.html,Gujarat,Board School,,,,,,12 lakh,,0265 248 6891,n1970@gmail.com,,harni@thebrightschool.com,contact1@thebrightschool.com,viproad@thebrightschool.com,9033055186,9033055189,9428066394,,,,,http://www.thebrightschool.com/cbse-harni.html,Gujarat,Board School,,,,,,,12 lakh,,0265 248 6891,n1970@gmail.com,,harni@thebrightschool.com,contact1@thebrightschool.com,viproad@thebrightschool.com,9033055186,9033055189,9428066394,,,,,,,,
brilliant school,"near mavdi ring road chokdi, opp. jitruya hanuma temple, jasraj nagar, mavdi, rajkot, gujarat 360004",http://brilliantschoolrajkot.com/,Gujarat,Private Schoos,,,,,,9 lakh,,094294 85655,naveen8@gmail.com,,brilliant_bsp@yahoo.com,info@brilliantschool.net,bisinternationalschool.info@gmail.com,8251822772,8251822774,info@brilliantbsp.com,,,,,http://brilliantschoolrajkot.com/,Gujarat,Private Schoos,,,,,,,9 lakh,,094294 85655,naveen8@gmail.com,,brilliant_bsp@yahoo.com,info@brilliantschool.net,bisinternationalschool.info@gmail.com,8251822772,8251822774,info@brilliantbsp.com,,,,,,,,
burgess english school,"police ground civil line road opposite, police ground, ambedkar nagar, bilaspur, chhattisgarh 495001",http://www.burgessenglish.com/,Chhattisgarh,Private Schoos,,,,,,12 lakh,,,mercy1987@gmail.com,,besbspoffice@gmail.com,info@burgessenglish.com,anjana_nath_burgess@yahoo.co.in,7752223895,jasicanath01@gmail.com,burgessenglish@yahoo.in,,,,,http://www.burgessenglish.com/,Chhattisgarh,Private Schoos,,,,,,,12 lakh,,,mercy1987@gmail.com,,besbspoffice@gmail.com,info@burgessenglish.com,anjana_nath_burgess@yahoo.co.in,7752223895,jasicanath01@gmail.com,burgessenglish@yahoo.in,,,,,,,,
buxi jagabandhu english medium school-ii,"satyabhamapur, balakati, khordha, odisha 752100",http://bjemschool-ii.org/,Odisha,CBSE School,,Khyanika Das,,,,2.5 crore,,092381 03190,sisterceline@gmail.com,msc.arora@gmail.com,bjems2sbpur@rediffmail.com,,,9437284456,7328828632,7328828633,,,,,http://bjemschool-ii.org/,Odisha,CBSE School,,Khyanika Das,,,,,2.5 crore,,092381 03190,sisterceline@gmail.com,msc.arora@gmail.com,bjems2sbpur@rediffmail.com,,,9437284456,7328828632,7328828633,,,,,,,,
c.s.i. ewart school,"alagappa rd, purasaiwakkam, chennai, tamil nadu 600084",http://csiewartschool.com/,Tamil Nadu,CBSE School,,Mrs. Beena Devaprasad,1913,,,2.5 crore,,044 2641 1296,swapnashome@gmail.com,deshpandegajanan@gmail.com,ewartglobalschool@gmail.com,ewartseed@eth.net,ewartseed@eth,919655793951,,,,,,,http://csiewartschool.com/,Tamil Nadu,CBSE School,,Mrs. Beena Devaprasad,1913,,,,2.5 crore,,044 2641 1296,swapnashome@gmail.com,deshpandegajanan@gmail.com,ewartglobalschool@gmail.com,ewartseed@eth.net,ewartseed@eth,919655793951,,,,,,,,,,
carmel school,"new forest colony, hazaribagh, jharkhand 825301",http://hazaribagcarmel.in/,Jharkhand,"School, ICSE School",,Sister Ria A.C,,,,"1684 crore, 1853 crore",,094311 55277,"tanushree.phd@yahoo.com, cjacob@hotmail.com","mamtaagrawal@gmail.com, sameer.bsc@gmail.com",info.an@mountcarmeldelhi.com,"info.dw@mountcarmeldelhi.com, carmelschooldp@gmail.com","carmelschooldp@gmail.com, kecarmelsarisha@gmail.com",9696526027,8081272859,,,,,,http://hazaribagcarmel.in/,Jharkhand,"School, ICSE School",,Sister Ria A.C,,,,,"1684 crore, 1853 crore",,094311 55277,"tanushree.phd@yahoo.com, cjacob@hotmail.com","mamtaagrawal@gmail.com, sameer.bsc@gmail.com",info.an@mountcarmeldelhi.com,"info.dw@mountcarmeldelhi.com, carmelschooldp@gmail.com","carmelschooldp@gmail.com, kecarmelsarisha@gmail.com",9696526027,8081272859,,,,,,,,,
"cftri school, mysore","cftri campus, yadavgiri, opposite cheluvamba park, yadavgiri, mysuru, karnataka 570020",http://www.cftrischool.edu.in/,Mysore,School,Co-Ed,,1964,,,,,0821 251 5381,,,mangalas@cftri.res.in,cofaaccounts@cftri.res.in,fao@cftri.res.in,9945536353,hindisec@cftri.res.in,guesthouse@cftri.res.in,,,,,http://www.cftrischool.edu.in/,Mysore,School,Co-Ed,,1964,,,,,,0821 251 5381,,,mangalas@cftri.res.in,cofaaccounts@cftri.res.in,fao@cftri.res.in,9945536353,hindisec@cftri.res.in,guesthouse@cftri.res.in,,,,,,,,
chirec international school,"1-55/12, botanical garden rd, sri ram nagar, kondapur, hyderabad, telangana 500084",https://www.chirec.ac.in/,"Telangana, Andhra Pradesh","School, Kids School, Play School, CBSE School, IB school, International School, Private Schoos",,"Iffat Ibrahim (CBSE), Sanchita Raha (International Section)",3/1/1989,,,"2 crore, 1/2 crore, 4 crore, 3 crore, 5 crore, 8 crore",,040 4476 0999,"pinderjeet@gmail.com, col1977@yahoo.com, divyadwivedi@rediff.com, bkissar14@gmail.com, er.divya@gmail.com, peteremmanuel@gmail.com, anuradha1988@gmail.com, fcc1988@gmail.com","digraskarvijay@gmail.com, uday.phd@gmail.com, principal.s@gmail.com, manojkumar3@gmail.com, gaikwadbalwant@gmail.com, dnyanoba7@gmail.com, dr.nepal@gmail.com, pro.punit@gmail.com","office.kp@chirec.ac.in, admissions@chirec.ac.in","office.gb@chirec.ac.in, office.kp@chirec.ac.in","office.jh@chirec.ac.in, office.gb@chirec.ac.in",9866461201,9121174324,7702203382,"9678074322, 9678074323, 9864177757, 9435013561, kxxxxxxxxd@npsis.in, sdisghy@gmail.com",,,,https://www.chirec.ac.in/,"Telangana, Andhra Pradesh","School, Kids School, Play School, CBSE School, IB school, International School, Private Schoos",,"Iffat Ibrahim (CBSE), Sanchita Raha (International Section)",March 1989,,,,"2 crore, 1/2 crore, 4 crore, 3 crore, 5 crore, 8 crore",,040 4476 0999,"pinderjeet@gmail.com, col1977@yahoo.com, divyadwivedi@rediff.com, bkissar14@gmail.com, er.divya@gmail.com, peteremmanuel@gmail.com, anuradha1988@gmail.com, fcc1988@gmail.com","digraskarvijay@gmail.com, uday.phd@gmail.com, principal.s@gmail.com, manojkumar3@gmail.com, gaikwadbalwant@gmail.com, dnyanoba7@gmail.com, dr.nepal@gmail.com, pro.punit@gmail.com","office.kp@chirec.ac.in, admissions@chirec.ac.in","office.gb@chirec.ac.in, office.kp@chirec.ac.in","office.jh@chirec.ac.in, office.gb@chirec.ac.in",9866461201,9121174324,7702203382,"9678074322, 9678074323, 9864177757, 9435013561, kxxxxxxxxd@npsis.in, sdisghy@gmail.com",,,,,,,
christ (deemed to be university),"hosur rd, bhavani nagar, s.g. palya, bengaluru, karnataka 560029",http://www.christuniversity.in/,Yelahanka,English Medium School,,,7/15/1969,,,,,080 4012 9600,,,mail@christuniversity.in,isc.admission@christuniversity.in,admissions.bgr@christuniversity.in,919212440111,8040129100,8040129600,7009711914,,,,http://www.christuniversity.in/,Yelahanka,English Medium School,,,15 July 1969,,,,,,080 4012 9600,,,mail@christuniversity.in,isc.admission@christuniversity.in,admissions.bgr@christuniversity.in,919212440111,8040129100,8040129600,7009711914,,,,,,,
cs academy city campus,"98, kamaraj rd, red fields, puliakulam, coimbatore, tamil nadu 641045",https://csacademy.in/coimbatore/city-campus/,Tamil Nadu,Schools,,,,,,10 crore,,087540 12486,,,citycampus@csacademy.in,coimbatore@csacademy.in,enquiries@csacademy,9487512481,8754012484,9791924448,"chairscee@iitmandi.ac.in, j.doe@iitmandi.ac.in, doe_jane@iitmandi.ac",,,,http://coimbatore.csacademy.in/,Tamil Nadu,Schools,,,,,,,10 crore,,087540 12486,,,citycampus@csacademy.in,coimbatore@csacademy.in,enquiries@csacademy,9487512481,8754012484,9791924448,"chairscee@iitmandi.ac.in, j.doe@iitmandi.ac.in, doe_jane@iitmandi.ac",,,,,,,
calcutta international school,"724, eastern metropolitan bypass, near fortis hospital, anandapur, vip nagar, kolkata, west bengal 700107",http://www.calcuttais.edu.in/,"West Bengal, Sahaswan, Peddapalli, Lalitpur, Jharkhand","School, Private School, IB school, International School",,"Munmun Nath, Pratima Nayar","1953, Kolkata",,,"4 crore, 2.5 crore, 1/2 crore",,070444 99660,"vijay1973@yahoo.com, monica1970@gmail.com, thomas2@gmail.com, er.sethi@gmail.com, awadheshkumar@gmail.com, aruna.msc@rediff.com, anantha16@gmail.com","arundhati.bsc@gmail.com, msc.rane@gmail.com, ramprasad.msc@gmail.com, madhukargupte@gmail.com, dr.madhukar@gmail.com",c...@calcuttais.edu.in,"contact@calcuttais.edu, admission@calcuttais.edu.in","admission@calcuttais.edu.in, contact@calcuttais.edu.in",917044499660,919836652141,917044499661,"9143124555, info@cisdasuya.com, communications@bciswest.org, athan@yahoo.com",,,,http://www.calcuttais.edu.in/,"West Bengal, Sahaswan, Peddapalli, Lalitpur, Jharkhand","School, Private School, IB school, International School",,"Munmun Nath, Pratima Nayar","1953, Kolkata",,,,"4 crore, 2.5 crore, 1/2 crore",,070444 99660,"vijay1973@yahoo.com, monica1970@gmail.com, thomas2@gmail.com, er.sethi@gmail.com, awadheshkumar@gmail.com, aruna.msc@rediff.com, anantha16@gmail.com","arundhati.bsc@gmail.com, msc.rane@gmail.com, ramprasad.msc@gmail.com, madhukargupte@gmail.com, dr.madhukar@gmail.com",c...@calcuttais.edu.in,"contact@calcuttais.edu, admission@calcuttais.edu.in","admission@calcuttais.edu.in, contact@calcuttais.edu.in",917044499660,919836652141,917044499661,"9143124555, info@cisdasuya.com, communications@bciswest.org, athan@yahoo.com",,,,,,,
cambridge school,"cambridge school, c block, pocket c, sector 27, noida, uttar pradesh 201301",http://noida.cambridgeschool.edu.in/,Secunderabad,English Medium School,,Preeti Sangwan,1981,,,,,0120 252 3838,,,mvmharidwar@mssmail.org,mvmbhowali@mssmail.org,mvmchen@gmail.com,9412072657,9455382101,8754047670,,,,,http://noida.cambridgeschool.edu.in/,Secunderabad,English Medium School,,Preeti Sangwan,1981,,,,,,0120 252 3838,,,mvmharidwar@mssmail.org,mvmbhowali@mssmail.org,mvmchen@gmail.com,9412072657,9455382101,8754047670,,,,,,,,
campion anglo-indian higher secondary school,"promenade road, opp. to corporation office, cantonment, tiruchirappalli, tamil nadu 620001",http://www.campiontrichy.com/,Tamil Nadu,Schools,,,10/5/1934,,,5 lakh,,0431 246 0415,vineeta.bsc@hotmail.com,,campionschool@yahoo.co.in,campionschool@yahoo,,7305397514,7305397515,,"9501105625, 9814073342, 9779450735",,,,http://www.campiontrichy.com/,Tamil Nadu,Schools,,,5 October 1934,,,,5 lakh,,0431 246 0415,vineeta.bsc@hotmail.com,,campionschool@yahoo.co.in,campionschool@yahoo,,7305397514,7305397515,,"9501105625, 9814073342, 9779450735",,,,,,,
"career point world school bilaspur, chhattisgarh","beside radhasoami satsang beas, dheka- masturi road, nh-200, bilaspur, chhattisgarh 495001",http://www.cpwsbilaspur.com/,Chhattisgarh,Private Schoos,,,,,,10 lakh,,098930 56085,sara1977@gmail.com,,info@cpwsbilaspur.com,surindercpbsp@gmail.com,,9893034360,9111011674,9111011672,,,,,http://www.cpwsbilaspur.com/,Chhattisgarh,Private Schoos,,,,,,,10 lakh,,098930 56085,sara1977@gmail.com,,info@cpwsbilaspur.com,surindercpbsp@gmail.com,,9893034360,9111011674,9111011672,,,,,,,,
carmel school,"cinnamara, maz gaon, jorhat, assam 785008",http://www.carmelschooljrt.org/,Assam,Schools,,,,,,8 lakh,,0376 236 0355,ac.msc@gmail.com,,info.an@mountcarmeldelhi.com,info.dw@mountcarmeldelhi.com,carmeldelhi@gmail.com,carmel.carmeldelhi@gmail.com,carmelschooldp@gmail.com,enquiry@mccsblr.edu.in,,,,,http://www.carmelschooljrt.org/,Assam,Schools,,,,,,,8 lakh,,0376 236 0355,ac.msc@gmail.com,,info.an@mountcarmeldelhi.com,info.dw@mountcarmeldelhi.com,carmeldelhi@gmail.com,carmel.carmeldelhi@gmail.com,carmelschooldp@gmail.com,enquiry@mccsblr.edu.in,,,,,,,,
central modern school,"123/6/c, gopal lal tagore rd, joyshree, baranagar, west bengal 700108",http://cmsreunion08.webs.com/,West Bengal,ICSE School,,,,,,1/2 crore,,033 2577 0101,,,tcms.2011@rediffmail.com,cms01de@gmail.com,classrevision@centralmodernschool.in,8100265454,9830588536,7439850226,9446878158,,,,http://cmsreunion08.webs.com/,West Bengal,ICSE School,,,,,,,1/2 crore,,033 2577 0101,,,tcms.2011@rediffmail.com,cms01de@gmail.com,classrevision@centralmodernschool.in,8100265454,9830588536,7439850226,9446878158,,,,,,,
chettinad vidyashram,"chettinad house, rajah annamalaipuram, mrc nagar, raja annamalai puram, chennai, tamil nadu 600028",http://chettinadvidyashram.org/contact/,Chennai,Schools,Co-ED,S. Amudha Lakshmi,1986,Central Board of Secondary Education,,8 lakh,,"9786696574,  044 2493 8040",samudha@rediff.com,school.rsp@bvbcbe.in,c.vidyashram@gmail.com,principal.chettinadvidyashram@gmail.com,,,,,,,,,http://chettinadvidyashram.org/contact/,Chennai,Schools,Co-ED,S. Amudha Lakshmi,1986,Central Board of Secondary Education,,,8 lakh,,"9786696574,  044 2493 8040",samudha@rediff.com,school.rsp@bvbcbe.in,c.vidyashram@gmail.com,principal.chettinadvidyashram@gmail.com,,,,,,,,,,,,
christ academy,"plot no - 5, sector - 23, koparkhairne, navi mumbai, maharashtra 400709",http://www.christacademy.co.in/,Maharashtra,"School, ICSE School",,Fr. Jaison Vadakkethala,,,,"2 crore, 1/2 crore",,022 2754 9075,"sujatamallic@gmail.com, sebastian6@gmail.com","jagadish.msc@gmail.com, vidhya.phd@gmail.com",office@caias.in,principal@christacademy.in,office@cajc.in,8884444462,9538768222,8035215155,,,,,http://www.christacademy.co.in/,Maharashtra,"School, ICSE School",,Fr. Jaison Vadakkethala,,,,,"2 crore, 1/2 crore",,022 2754 9075,"sujatamallic@gmail.com, sebastian6@gmail.com","jagadish.msc@gmail.com, vidhya.phd@gmail.com",office@caias.in,principal@christacademy.in,office@cajc.in,8884444462,9538768222,8035215155,,,,,,,,
"city montessori school, indiranagar campus, main building","a-825,, a-825, indira nagar, lucknow, uttar pradesh 226016",http://cmseducation.org/campuses/indiranagar/,Uttar Pradesh,ICSE School,,Ms.Ruchi Bhawan Joshi,,,,5 crore,,0522 235 1887,er.singh@gmail.com,dr.jain@gmail.com,indiranagar@cmseducation.org,,,9005733855,7007236930,,"+91-7455941785, 9680079006, 9419163137",,,,http://cmseducation.org/campuses/indiranagar/,Uttar Pradesh,ICSE School,,Ms.Ruchi Bhawan Joshi,,,,,5 crore,,0522 235 1887,er.singh@gmail.com,dr.jain@gmail.com,indiranagar@cmseducation.org,,,9005733855,7007236930,,"+91-7455941785, 9680079006, 9419163137",,,,,,,
city vocational public school,"250, circular rd, meerut cantt, meerut, uttar pradesh 250001",http://www.cvpschool.com/,Uttar Pradesh,Schools,,Prem Mehta,1990,,,,,093893 46968,archananigam@gmail.com,dr.santosh@gmail.com,cvpschool_meerut@yahoo.com,cvpsprincipal@gmail.com,,+91-9389338683,9389346968,,,,,,http://www.cvpschool.com/,Uttar Pradesh,Schools,,Prem Mehta,1990,,,,,,093893 46968,archananigam@gmail.com,dr.santosh@gmail.com,cvpschool_meerut@yahoo.com,cvpsprincipal@gmail.com,,+91-9389338683,9389346968,,,,,,,,,
confluence world school,"education acres 6 km milestone nh 74 road, rudrapur, kichha, uttarakhand 263148",http://www.confluence.edu.in/,Uttarakhand,"Private School, ICSE School, IB school, School",,Meenakkshi Khetrapal,4/1/2012,,,"2 crore, 1/2 crore",,097601 99000,"er.anjana@hotmail.com, k1974@gmail.com, anjana17@rediff.com, arvinddr@rediff.com","pratapsingh.bsc@gmail.com, satishmagdum@gmail.com, manish13@gmail.com, sharma.bsc@gmail.com","principal@confluence.edu.in, counsellor@confluence.edu.in","counsellor@confluence.edu.in, principal@confluence.edu.in",,7060281200,7060201234,"9760199000, +91-9780871140",,,,,http://www.confluence.edu.in/,Uttarakhand,"Private School, ICSE School, IB school, School",,Meenakkshi Khetrapal,April 2012,,,,"2 crore, 1/2 crore",,097601 99000,"er.anjana@hotmail.com, k1974@gmail.com, anjana17@rediff.com, arvinddr@rediff.com","pratapsingh.bsc@gmail.com, satishmagdum@gmail.com, manish13@gmail.com, sharma.bsc@gmail.com","principal@confluence.edu.in, counsellor@confluence.edu.in","counsellor@confluence.edu.in, principal@confluence.edu.in",,7060281200,7060201234,"9760199000, +91-9780871140",,,,,,,,
convent of jesus & mary,"waverley, mussoorie, dehradun, uttarakhand, dehradun, uttarakhand 248179",https://www.cjmdehradun.in/#1,Uttarakhand,School,,,,,,3789 crore,,0135 263 2747,,,cjm.delhi@yahoo.com,contact@cjmdelhi.com,contact@cjmdehradun.in,jandmcjm@hotmail,cjmschoolkharghar2002@gmail,jmambala@gmail.com,"8291303030, 8291707070, 8001208991",,,,http://www.cjmwaverley.org/,Uttarakhand,School,,,,,,,3789 crore,,0135 263 2747,,,cjm.delhi@yahoo.com,contact@cjmdelhi.com,contact@cjmdehradun.in,jandmcjm@hotmail,cjmschoolkharghar2002@gmail,jmambala@gmail.com,"8291303030, 8291707070, 8001208991",,,,,,,
d.a.v. public school bilaspur,"a273, vasant vihar, secl, bilaspur, chhattisgarh 495006",http://davbsp.org/,Chhattisgarh,"Schools, Kids School",,,,,,"9 lakh, 5 lakh",,077522 40262,"dr.mercy@hotmail.com, rojoa1983@gmail.com",,davbsppl1@yahoo.co.in,davblp2008@rediffmail.com,principal@davbsp.com,7752240261,7752240262,rajshekharrao@yahoo.co.in,,,,,http://davbsp.org/,Chhattisgarh,"Schools, Kids School",,,,,,,"9 lakh, 5 lakh",,077522 40262,"dr.mercy@hotmail.com, rojoa1983@gmail.com",,davbsppl1@yahoo.co.in,davblp2008@rediffmail.com,principal@davbsp.com,7752240261,7752240262,rajshekharrao@yahoo.co.in,,,,,,,,
d.a.v. school,"sree nandeeswarar campus, 3rd st, balaji nagar, adambakkam, chennai, tamil nadu 600088",http://davadambakkam.org/,Chennai,ICSE School,,Mr.Rajendran/Mrs. J. Geetha,,,,,,044 2260 3544,dominic1988@yahoo.com,vishwambhar16@gmail.com,info@davcmc.net.in,edp@davcmc.net.in,davgst@davcmc.net.in,davr_dv@yahoo.com,davpvghaziabad@yahoo.com,,,,,,http://davadambakkam.org/,Chennai,ICSE School,,Mr.Rajendran/Mrs. J. Geetha,,,,,,,044 2260 3544,dominic1988@yahoo.com,vishwambhar16@gmail.com,info@davcmc.net.in,edp@davcmc.net.in,davgst@davcmc.net.in,davr_dv@yahoo.com,davpvghaziabad@yahoo.com,,,,,,,,,
dav centenary public school mandi (hp),"mandi - pathankot rd, jawahar nagar, khaliar, mandi, himachal pradesh 175001",http://davmandi.com/,Himachal Pradesh,"Private School, CBSE School",,Mr. K.S Guleria,,,,"2.5 crore, 3 crore",,01905 236 229,"wilson12@gmail.com, er.tirkey@gmail.com","praveensingh@gmail.com, rajkumar16@gmail.com",k.s.guleria77@gmail.com,davmandi.hp@gmail.com,dav_mandi@hotmail.com,9418077636,,,,,,,http://davmandi.com/,Himachal Pradesh,"Private School, CBSE School",,Mr. K.S Guleria,,,,,"2.5 crore, 3 crore",,01905 236 229,"wilson12@gmail.com, er.tirkey@gmail.com","praveensingh@gmail.com, rajkumar16@gmail.com",k.s.guleria77@gmail.com,davmandi.hp@gmail.com,dav_mandi@hotmail.com,9418077636,,,,,,,,,,
