School Name,Address,Pincode,Website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Website,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
ICAR-National Dairy Research Institute,"GT Rd, near Jewels Hotel, Nyaypuri, Karnal, Haryana 132001",132001.0,http://www.ndri.res.in/,Yamunanagar ,English Medium School,,,1923,,,,,,,,,dir@ndri.res.in,dir.ndri@gmail.com,zawidprd@gmail.com,8053319936,a.sharma@icar.gov.in,adeshkumar.sharma@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Department of School Education,"Plot No. 1/B, Shiksha Sadan, Sector 5, Panchkula, Haryana 134109",134109.0,http://www.schooleducationharyana.gov.in/,Yamunanagar ,English Medium School,,,,,,,,,0172 256 0269,,,diredu@nic.in,osestate@gmail.com,spd_delhi@rediffmail.com,rtpdep123@gmail.com,edu.min.wb@gmail.com,ps2miced@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Xavier’s High School,"Sector 20, Panchkula, Punjab 134117",134117.0,http://stxaviers.com/panchkula.asp,Yamunanagar ,English Medium School,,,,,,,,,0172 255 2577,,,contact@stxaviersfort.org,contact@stxavierspatna.in,contact@stxaviersdelhi.com,9451035047,8738023778,9540305555,"7042492963, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Xavier's High School,"Sector 71, Sahibzada Ajit Singh Nagar, Punjab 160071",160071.0,http://stxaviers.com/,Yamunanagar ,English Medium School,,,,,,,,,0172 222 7833,,,contact@stxaviersfort.org,contact@stxavierspatna.in,contact@stxaviersdelhi.com,9451035047,8738023778,9540305555,"7086055506, 7086055507, 7337329964, 7673822221, 7673822220, 7088100160, 9105244622, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"NIMBUS ACADEMY OF MANAGEMENT, DEHRADUN निम्बस एकेडमी ऑफ़ मैनेजमेंट","National Highway 72 Jhajra, Chakarata Rd, Dehradun, Uttarakhand 248007",248007.0,https://namdehradun.com/,Yamunanagar ,English Medium School,,,1998,,,,,,098975 80644,,,info@namdehradun.com,namdehradun@gmail.com,admissions@namdehradun.com,+91-7088019933,+91- 9897580644,+91- 9760791948,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. George's School,"Plot No. 70, Alaknanda Don Bosco Rd, Opp. Niligiri Apartment, Alaknanda, New Delhi, Delhi 110019",110019.0,http://www.sgs.edu.in/,Yamunanagar ,English Medium School,,,,,,,,,011 2602 4645,,,info@sgs.edu.in,nameofhouse@stgeorges.herts.sch.uk,watts@stgeorges.herts.sch.uk,parentcontact@stgeorgesrc.org,admissions@stgeorgesrc.org,admissions@stg,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Panjab University,"Sector 14, Chandigarh, 160014",160014.0,http://puchd.ac.in/,Yamunanagar ,English Medium School,,,14 October 1882,,,,,,0172 253 4867,,,admnsupport@pu.ac.in,dui@pu.ac.in,usol@pu.ac.in,vc@pu.ac.in,regr@pu.ac.in,coe@pu.ac.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Shoolini University,"Solan-Oachghat-Kumarhatti Highway, Bajhol, Himachal Pradesh 173229",173229.0,,Yamunanagar ,English Medium School,,,September 2009,,,,,,096252 33301,,,admissions@shooliniuniversity.com,directorresearch@shooliniuniversity.com,info@shooliniuniversity.com,9625233301,917807899735,9218426675,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
PDM University,"PDM Rd, Sector 3A, Bahadurgarh, Haryana 124507",124507.0,https://www.pdm.ac.in/,Yamunanagar ,English Medium School,,,1995,,,,,,1800 180 6600,,,info@pdm.ac.in,admission@pdm.ac.in,pdmrea@pdm.ac.in,9896010701,coe_engg@pdm.ac.in,principal_cop@pdm.ac.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
CBSE Regional Office,"Sector 5, Panchkula, Haryana 134152",134152.0,http://cbse.nic.in/,Yamunanagar ,English Medium School,,,1952,,,,,,,,,rodelhi.cbse@gmail.com,rochennai.cbse@nic.in,roguwahati.cbse@nic.in,9188381977,robengaluru.cbse@nic.in,info.cbse@gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Vincent's High and Technical School,"S.B. Gorai Road, Asansol, West Bengal 713301",713301.0,http://www.svsasansol.com/,West Bengal,School,,Ravi Victor,,,,,5 crore,,0341 228 2310,vijaydr@hotmail.com,harishankar.bsc@gmail.com,svsasansol@yahoo.com,svsasansol@gmail.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Salt Lake School (English Medium),"CA - 221, CA Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064",700064.0,http://saltlakeschool.org/,West Bengal,School,,Dr. Sugata D'Souza,1979,,,,2 crore,,033 2337 1477,dr.jacob@gmail.com,pro.smita@gmail.com,saltlakeschool@yahoo.com,,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Aditya Academy Secondary School,"P.O.-Kadambagachi, P.S.-Duttapukur, Taki Rd, Kolkata, West Bengal 700125",700125.0,https://adityaacademysecondary.com/,West Bengal,School,,Paramita Ghosal,,,,,4342 crore,,090519 50059,mehtarashmi@rediff.com,umaparsekar@gmail.com,info@adityaacademysecondary.com,,,8336998663,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kalimpong Girls' High/Higher Secondary School,"K.D. Pradhan Road, Opposite McFarlane Memorial Church, Mission Compound,, Kalimpong, West Bengal 734301",734301.0,http://www.ghskpg.com/,West Bengal,School,,Mrs. Sulemin Sompu Pradhan,,,,,1/2 crore,,03552 255 860,anju.phd@gmail.com,pathademonali@gmail.com,ad.ghskpg@gmail.com,ghskpg1890@gmail.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Loreto Convent,"Lebong Cart Rd, Chauk Bazaar, Darjeeling, West Bengal 734101",734101.0,http://www.loretodarjeeling.org/,West Bengal,School,,Sr. Gorreti,,,,,5 crore,,0354 225 2059,nidhi11@gmail.com,hajrabanupathan@gmail.com,loretodelhi@gmail.com,mail@loretodelhi.com,,8009881030,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kendriya Vidyalaya Cossipore,"Seven Tanks Estate, 4, Dum Dum Rd, Kolkata, West Bengal 700002",700002.0,http://www.kvcossipore.org.in/,West Bengal,School,,Krishna Kumar Dubey,,,,,2 crore,,033 2557 8327,msveena@gmail.com,dr.janu@gmail.com,ppl.cossipore@kvs.gov.in,kvcossiporekolkata@gmail.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Barobisha J.N.V,"Chakchoka, West Bengal 736207",736207.0,http://www.jnvalipurduar.com/,West Bengal,School,,Someswar Nandi,,,,,4 crore,,03564 263 944,msveena@hotmail.com,sylviapaulraj@gmail.com,jnvalipurduar@gmail.com,mbncoll@ap.nic.in,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Welland Gouldsmith School,"Eastern Metropolitan Bypass Link Rd, Baishnabghata Patuli Township, South End Garden, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",700094.0,http://www.wgskolkata.com/,West Bengal,School,,Dr. (ms) G.R Hart,,,,,3 crore,,033 2436 3419,bhakuni.phd@gmail.com,meena.phd@gmail.com,welland.gouldsmith.sch.kolkata@gmail.com,wellland.gouldsmith.sch.kolkata@gmail,,,,,"9451681137, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Welland Gouldsmith School,"Eastern Metropolitan Bypass Link Rd, Baishnabghata Patuli Township, South End Garden, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",700094.0,http://www.wgskolkata.com/,West Bengal,Kids School,,Dr. (ms) G.R Hart,,,,,2.5 crore,,033 2436 3419,veena14@gmail.com,msc.qureshi@gmail.com,welland.gouldsmith.sch.kolkata@gmail.com,wellland.gouldsmith.sch.kolkata@gmail,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Welland Gouldsmith School,"Eastern Metropolitan Bypass Link Rd, Baishnabghata Patuli Township, South End Garden, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",700094.0,http://www.wgskolkata.com/,West Bengal,Private School,,Dr. (ms) G.R Hart,,,,,3 crore,,033 2436 3419,tyagirajiv@gmail.com,varsharanade@gmail.com,welland.gouldsmith.sch.kolkata@gmail.com,wellland.gouldsmith.sch.kolkata@gmail,,,,,"7086055506, 7086055507, 7337329964, 7673822221, 7673822220, 7088100160, 9105244622, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Aditya Academy Secondary School,"P.O.-Kadambagachi, P.S.-Duttapukur, Taki Rd, Kolkata, West Bengal 700125",700125.0,https://adityaacademysecondary.com/,West Bengal,Private School,,Paramita Ghosal,,,,,1/2 crore,,090519 50059,er.malhotra@gmail.com,rangaribhagyashree@gmail.com,info@adityaacademysecondary.com,,,8336998663,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Barasat Indira Gandhi Memorial High School,"18, Jessore Rd, Barowaritola, Barasat, Kolkata, West Bengal 700124",700124.0,http://barasat.igmhs.org/,West Bengal,Private School,,Mrs Sunanda Jaiswal,,,,,1/2 crore,,096749 86240,er.jyoti@gmail.com,kalpanarathod@gmail.com,bigmhschool@hotmail.com,,,9674986240,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
M P Birla Foundation Higher Secondary School,"James Long Sarani, Muradpur, Behala, Kolkata, West Bengal 700034",700034.0,http://www.mpbfhsschool.com/,West Bengal,Private School,,Mr. Herbert George,,,,,1/2 crore,,033 2407 0000,dr.deeksha@gmail.com,rayrikar1@gmail.com,mpbfhsschool@bsnl.in,mpbfhsschool@vsnl.net,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Aditya Academy Secondary School,"P.O.-Kadambagachi, P.S.-Duttapukur, Taki Rd, Kolkata, West Bengal 700125",700125.0,https://adityaacademysecondary.com/,West Bengal,CBSE School,,Paramita Ghosal,,,,,1/2 crore,,090519 50059,mala1989@rediff.com,shahsandhya@gmail.com,info@adityaacademysecondary.com,,,8336998663,,,"admission.naini@jaipuria.school, info.naini@jaipuria.school, rana.manju@yahoo.co.in, gzb.jaipuria54205@gmail.com, enquiry.stg@jaipuria.school, rana.manju@yahoo, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kendriya Vidyalaya Cossipore,"Seven Tanks Estate, 4, Dum Dum Rd, Kolkata, West Bengal 700002",700002.0,http://www.kvcossipore.org.in/,West Bengal,CBSE School,,Krishna Kumar Dubey,,,,,4393 crore,,033 2557 8327,padma17@gmail.com,smitashah@gmail.com,ppl.cossipore@kvs.gov.in,kvcossiporekolkata@gmail.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Barasat Indira Gandhi Memorial High School,"18, Jessore Rd, Barowaritola, Barasat, Kolkata, West Bengal 700124",700124.0,http://barasat.igmhs.org/,West Bengal,CBSE School,,Mrs Sunanda Jaiswal,,,,,1/2 crore,,096749 86240,amit18@yahoo.com,shaikh17@gmail.com,bigmhschool@hotmail.com,,,9674986240,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Welland Gouldsmith School,"Eastern Metropolitan Bypass Link Rd, Baishnabghata Patuli Township, South End Garden, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",700094.0,http://www.wgskolkata.com/,West Bengal,CBSE School,,Dr. (ms) G.R Hart,,,,,1/2 crore,,033 2436 3419,gupta1972@gmail.com,coutinho.msc@gmail.com,welland.gouldsmith.sch.kolkata@gmail.com,welland.gouldsmith.sch.patuli@gmail.com,wellland.gouldsmith.sch.kolkata@gmail.com,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St Joseph's Convent School,"Strand Road, Chandannagar, District Hooghly, Kolkata, West Bengal 712136",712136.0,http://sjc.net.in/,West Bengal,ICSE School,,Sister Anne Maria,,,,,4 crore,,033 2685 5030,rev1969@yahoo.com,krishnasingh@gmail.com,brainwav@ndf.vsnl.net.in,sjcjbporg@yahoo.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
M P Birla Foundation Higher Secondary School,"James Long Sarani, Muradpur, Behala, Kolkata, West Bengal 700034",700034.0,http://www.mpbfhsschool.com/,West Bengal,ICSE School,,Mr. Herbert George,,,,,2 crore,,033 2407 0000,rajiv16@rediff.com,msc.varsha@gmail.com,mpbfhsschool@bsnl.in,mpbfhsschool@vsnl.net,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Vincent's High and Technical School,"S.B. Gorai Road, Asansol, West Bengal 713301",713301.0,http://www.svsasansol.com/,West Bengal,ICSE School,,Ravi Victor,,,,,1/2 crore,,0341 228 2310,chakraborty.msc@gmail.com,dr.sonavane@gmail.com,svsasansol@yahoo.com,svsasansol@gmail.com,,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Welland Gouldsmith School,"Eastern Metropolitan Bypass Link Rd, Baishnabghata Patuli Township, South End Garden, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",700094.0,http://www.wgskolkata.com/,West Bengal,ICSE School,,Dr. (ms) G.R Hart,,,,,3 crore,,033 2436 3419,vijay.phd@gmail.com,jayashree.phd@gmail.com,welland.gouldsmith.sch.kolkata@gmail.com,welland.gouldsmith.sch.patuli@gmail.com,wellland.gouldsmith.sch.kolkata@gmail.com,,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
ST.XAVIER’S School,"Telghani, P.O. Karnajora, Raiganj, District. Uttar Dinajpur, Pin, West Bengal 733130",733130.0,http://stxaviersraiganj.com/,West Bengal,ICSE School,,David Raj,,,,,,,03523 250 711,bhakuni8@hotmail.com,ashoknirala@gmail.com,stxavier@del2.vsnl.net.in,contact@stxaviersdelhi.com,,9451035047,8738023778,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Institute of Engineering & Management,"Salt Lake Electronics Complex, Y-12, Gurukul, Street Number 18, EP Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091",700091.0,http://www.iemcal.com/,West Bengal,ICSE School,,Dr. A K Nayak,,,,,,,033 2357 2969,gupta1968@gmail.com,msc.milind@gmail.com,admissions@iemcal.com,,,9432011486,9433428843,7384875460,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Thomas' College of Engineering and Technology,"4, Diamond Harbour Rd, Alipore Body Guard Lines, Alipore, Kolkata, West Bengal 700023",700023.0,http://www.stcet.org/,West Bengal,ICSE School,,Charles Joseph Nyss,,,,,,,033 2448 1081,manoharan.msc@hotmail.com,bragancamachado@gmail.com,stcet@stcet.ac.in,admission.stcet@gmail.com,info@stcet.ac.in,9447400216,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Welland Gouldsmith School,"Eastern Metropolitan Bypass Link Rd, Baishnabghata Patuli Township, South End Garden, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",700094.0,http://www.wgskolkata.com/,West Bengal,IB school,,Dr. (ms) G.R Hart,,,,,,,033 2436 3419,sujatha1980@hotmail.com,aziz.phd@gmail.com,welland.gouldsmith.sch.kolkata@gmail.com,welland.gouldsmith.sch.patuli@gmail.com,wellland.gouldsmith.sch.kolkata@gmail.com,,,,"8815105683, 8815105682, 8815105681, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Loreto Convent,"Lebong Cart Rd, Chauk Bazaar, Darjeeling, West Bengal 734101",734101.0,http://www.loretodarjeeling.org/,West Bengal,IB school,,Sr. Gorreti,,,,,,,0354 225 2059,s1982@gmail.com,abdul12@gmail.com,loretodelhi@gmail.com,mail@loretodelhi.com,,8009881030,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Techno International New Town (Formerly known as Techno India College of Technology),"1/1, Service Rd, DG Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700156",700156.0,http://tict.edu.in/,West Bengal,International School,,Prateep Roy,,,,,,,033 2324 2050,mrsbhavani@gmail.com,arvind.phd@gmail.com,admission.desk@tict.edu.in,,,9674112076,8002588154,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
